length,predicted_acc,predicted_mean_lat,config
3,0.8911101655245495,17.316611236235847,0.6t->1.7t->1.7nt
3,0.9601658490041433,18.60593332331121,0.6t->1.7t->14nt
3,0.9686567180683788,35.926609880320186,0.6t->1.7t->14t
3,0.9087676328790242,18.648519132565408,0.6t->1.7t->4nt
3,0.9356168670852376,17.671982472081222,0.6t->1.7t->8nt
3,0.9463566114256926,27.71489107516595,0.6t->1.7t->8t
3,0.9325470927015229,12.845878972564613,0.6t->14nt->0.6t
3,0.9442957809260453,14.82606791888668,0.6t->14nt->1.7t
3,0.9830753081510936,22.55337447634195,0.6t->14nt->14t
3,0.972799602385686,18.487894247316106,0.6t->14nt->4t
3,0.9695212789243919,18.370606132803182,0.6t->14nt->8t
3,0.8691854751499889,9.864377570652172,0.6t->4nt->0.6t
3,0.9213615942028985,13.966562913043475,0.6t->4nt->1.7t
3,0.9534119668139371,9.891127532608694,0.6t->4nt->14nt
3,0.9887921213479482,24.979679603260863,0.6t->4nt->14t
3,0.9652188840178505,16.470044646739126,0.6t->4nt->4t
3,0.9306221014492754,8.918687739130434,0.6t->4nt->8nt
3,0.9629579710144928,19.969569081521733,0.6t->4nt->8t
3,0.8805035565158371,13.002237141999998,0.6t->8nt->0.6t
3,0.92833349780543,15.103843989199998,0.6t->8nt->1.7t
3,0.9412813473929962,12.4075212202,0.6t->8nt->14nt
3,0.9904340117420816,31.2096938248,0.6t->8nt->14t
3,0.971176269108911,19.57322425,0.6t->8nt->4t
3,0.9647071615564203,24.734360326599997,0.6t->8nt->8t
3,0.7859714432144322,6.322502999999999,1.7nt->0.6t->0.6nt
3,0.8782413383600377,7.051698999999999,1.7nt->0.6t->1.7nt
3,0.9252100253807107,11.249502999999999,1.7nt->0.6t->1.7t
3,0.9612108946322068,8.628338999999999,1.7nt->0.6t->14nt
3,0.9817444624417899,30.959966499999997,1.7nt->0.6t->14t
3,0.91985974378882,6.775786999999999,1.7nt->0.6t->4nt
3,0.9677272842639595,16.201138,1.7nt->0.6t->4t
3,0.92939609,8.135639,1.7nt->0.6t->8nt
3,0.970617964964592,19.755968499999998,1.7nt->0.6t->8t
3,0.8566572224863827,10.86453784480234,1.7nt->1.7t->0.6nt
3,0.891618091034364,11.054549270863834,1.7nt->1.7t->1.7nt
3,0.9603516586488183,12.337857209956073,1.7nt->1.7t->14nt
3,0.9688029213621121,29.577740059150806,1.7nt->1.7t->14t
3,0.9091931936928939,12.38024437423133,1.7nt->1.7t->4nt
3,0.9359171874573524,11.408262848609075,1.7nt->1.7t->8nt
3,0.9466068353848073,21.404325485797948,1.7nt->1.7t->8t
3,0.9247525024941802,7.116275123118279,1.7nt->14nt->0.6t
3,0.9378588224925083,9.325286843548387,1.7nt->14nt->1.7t
3,0.9811195579450418,17.945530272580648,1.7nt->14nt->14t
3,0.9696564324116742,13.41025928655914,1.7nt->14nt->4t
3,0.9659992789047777,13.27941782311828,1.7nt->14nt->8t
3,0.8799195883222379,6.524484395685579,1.7nt->4nt->0.6t
3,0.9278143451376986,10.290060926713949,1.7nt->4nt->1.7t
3,0.957234793226104,6.549039363475177,1.7nt->4nt->14nt
3,0.9897117947405619,20.39948560667849,1.7nt->4nt->14t
3,0.9680728823459228,12.588117029846336,1.7nt->4nt->4t
3,0.9363149724477379,5.6563940638297865,1.7nt->4nt->8nt
3,0.9659974907598425,15.800484580673759,1.7nt->4nt->8t
3,0.9049273786974916,5.725620753535962,1.7nt->8nt->0.6t
3,0.9429813806624064,7.397681160397232,1.7nt->8nt->1.7t
3,0.9532828253299515,5.2524585407764075,1.7nt->8nt->14nt
3,0.9923891996070171,20.211663882636177,1.7nt->8nt->14t
3,0.9770675379816044,10.953566880529644,1.7nt->8nt->4t
3,0.9719206482954301,15.059820768883544,1.7nt->8nt->8t
3,0.8973069927319094,16.981829099678457,1.7t->0.6nt->0.6t
3,0.9264177630885043,15.919678858520902,1.7t->0.6nt->1.7nt
3,0.9624917753592473,18.03640337620579,1.7t->0.6nt->1.7t
3,0.977947669834313,16.966677170418006,1.7t->0.6nt->14nt
3,0.9879694982266812,30.227645659163983,1.7t->0.6nt->14t
3,0.9472352855062,16.215141479099678,1.7t->0.6nt->4nt
3,0.9847466963878773,21.506195176848873,1.7t->0.6nt->4t
3,0.9663397166484692,16.095441237942122,1.7t->0.6nt->8nt
3,0.9853360821534153,24.694161093247587,1.7t->0.6nt->8t
3,0.9155256214016586,16.862021535633485,1.7t->1.7nt->0.6t
3,0.9498802605950591,18.44186180995475,1.7t->1.7nt->1.7t
3,0.9708662015581667,16.820778424773756,1.7t->1.7nt->14nt
3,0.9913896818450508,27.92892294966063,1.7t->1.7nt->14t
3,0.9504706205774045,16.477085834276018,1.7t->1.7nt->4nt
3,0.9805917067227441,21.158178916855203,1.7t->1.7nt->4t
3,0.9621796798298708,16.143704021493214,1.7t->1.7nt->8nt
3,0.9831863969119718,23.095459485294118,1.7t->1.7nt->8t
3,0.9628820030705385,17.50902366314619,1.7t->14nt->0.6t
3,0.9693470731603028,18.598682362423567,1.7t->14nt->1.7t
3,0.990686677783954,22.850865886603664,1.7t->14nt->14t
3,0.9850321607242118,20.613712757087267,1.7t->14nt->4t
3,0.9832281643503915,20.54917143413007,1.7t->14nt->8t
3,0.9202019569126976,18.011856376739562,1.7t->4nt->0.6t
3,0.9520298613528669,20.514226530815108,1.7t->4nt->1.7t
3,0.9715808784705164,18.028174095427435,1.7t->4nt->14nt
3,0.9931630926717111,27.232327301192843,1.7t->4nt->14t
3,0.9787832047324232,22.04137302683897,1.7t->4nt->4t
3,0.9576788545140158,17.434977027833003,1.7t->4nt->8nt
3,0.9774040273554045,24.17611457753479,1.7t->4nt->8t
3,0.9416102804492603,17.01573689298044,1.7t->8nt->0.6t
3,0.9649814936552651,18.042648078250863,1.7t->8nt->1.7t
3,0.9713082200762346,16.72513999424626,1.7t->8nt->14nt
3,0.995325757358799,25.91247271576524,1.7t->8nt->14t
3,0.9859158187970696,20.226527802071345,1.7t->8nt->4t
3,0.9827548094421463,22.7484211680092,1.7t->8nt->8t
3,0.9239772649460328,10.947226230552953,14nt->0.6t->0.6nt
3,0.9567514418944834,11.206235940018745,14nt->0.6t->1.7nt
3,0.9734346738091048,12.697291835051546,14nt->0.6t->1.7t
3,0.9862221475272079,11.766256933458294,14nt->0.6t->14nt
3,0.9935156508276323,19.69842928584817,14nt->0.6t->14t
3,0.971534258995151,11.108232266166823,14nt->0.6t->4nt
3,0.9885367627819353,14.456107767572634,14nt->0.6t->4t
3,0.9749215598875351,11.591250373008435,14nt->0.6t->8nt
3,0.9895635297532697,15.71878010121837,14nt->0.6t->8t
3,0.9291318327974276,13.507107606557376,14nt->1.7t->0.6nt
3,0.9464163637712336,13.601048590163934,14nt->1.7t->1.7nt
3,0.9803979988882713,14.235511540983607,14nt->1.7t->14nt
3,0.9845762735765908,22.75884924590164,14nt->1.7t->14t
3,0.955105432975915,14.256467606557377,14nt->1.7t->4nt
3,0.9683176819030731,13.775923344262296,14nt->1.7t->8nt
3,0.9736026064022341,18.717941704918033,14nt->1.7t->8t
3,0.8396555797925952,5.788759965928449,4nt->0.6t->0.6nt
3,0.9087816957741323,6.335053935264054,4nt->0.6t->1.7nt
3,0.9439693688647761,9.479935434412265,4nt->0.6t->1.7t
3,0.9709402487968272,7.516230085178875,4nt->0.6t->14nt
3,0.9863234437997056,24.246482896081766,4nt->0.6t->14t
3,0.9399610822478758,6.12834810902896,4nt->0.6t->4nt
3,0.9758221520953471,13.1895667802385,4nt->0.6t->4t
3,0.947105455536627,7.147112538330493,4nt->0.6t->8nt
3,0.977987772085076,15.852749880749572,4nt->0.6t->8t
3,0.8911939916519699,11.528462518089723,4nt->1.7t->0.6nt
3,0.9177314469815534,11.672692908827782,4nt->1.7t->1.7nt
3,0.9699044637276377,12.646802778581764,4nt->1.7t->14nt
3,0.9763194933320885,25.732937076700434,4nt->1.7t->14t
3,0.9310720337885854,12.678977250361791,4nt->1.7t->4nt
3,0.951357193174116,11.941183328509403,4nt->1.7t->8nt
3,0.9594712952014864,19.528811345875543,4nt->1.7t->8t
3,0.9417869314799864,6.537722614318707,4nt->14nt->0.6t
3,0.9519262600875443,8.246661182448037,4nt->14nt->1.7t
3,0.985393687451886,14.915465302540415,4nt->14nt->14t
3,0.9765255691191026,11.406882965357969,4nt->14nt->4t
3,0.9736963171872531,11.30566121939954,4nt->14nt->8t
3,0.9156271781338607,5.8070481041968165,4nt->8nt->0.6t
3,0.9493984519779191,7.290929088277858,4nt->8nt->1.7t
3,0.9585405366705575,5.3871371924746745,4nt->8nt->14nt
3,0.9932457452311884,18.662782170767006,4nt->8nt->14t
3,0.9796484360447623,10.446623212735165,4nt->8nt->4t
3,0.9750807950067131,14.090745180897251,4nt->8nt->8t
3,0.8660223970769121,8.336252923076922,8nt->0.6t->0.6nt
3,0.9237815090348472,8.792715058823529,8nt->0.6t->1.7nt
3,0.9531829692604523,11.420456542986424,8nt->0.6t->1.7t
3,0.9757187945629392,9.779660217194568,8nt->0.6t->14nt
3,0.9885723980068144,23.758813124434383,8nt->0.6t->14t
3,0.9498337998159131,8.619999656108597,8nt->0.6t->4nt
3,0.979797924356118,14.520081180995472,8nt->0.6t->4t
3,0.9558033621266969,9.471239855203619,8nt->0.6t->8nt
3,0.9816074327549191,16.745334092760178,8nt->0.6t->8t
3,0.9092986552647278,11.008253943438913,8nt->1.7t->0.6nt
3,0.9314204380668906,11.128485266968324,8nt->1.7t->1.7nt
3,0.9749121794662193,11.940509128959274,8nt->1.7t->14nt
3,0.9802597868316061,22.84918959841628,8nt->1.7t->14t
3,0.9425412316823044,11.967329962669682,8nt->1.7t->4nt
3,0.959451062879786,11.352300499999998,8nt->1.7t->8nt
3,0.966215027263514,17.677392973981895,8nt->1.7t->8t
3,0.9328877904156897,8.428542971095052,8nt->14nt->0.6t
3,0.9445771372213931,10.39873018621456,8nt->14nt->1.7t
3,0.9831607930331665,18.087006911061692,8nt->14nt->14t
3,0.9729369888033034,14.042061005558638,8nt->14nt->4t
3,0.9696752238174597,13.925365301278482,8nt->14nt->8t
4,0.7430293889511792,12.514627650284922,0.6nt->0.6t->0.6nt->0.6t
4,0.8158738079203032,9.856789460938998,0.6nt->0.6t->0.6nt->1.7nt
4,0.9061424758929465,15.15350836324464,0.6nt->0.6t->0.6nt->1.7t
4,0.944818046442703,12.47671269751251,0.6nt->0.6t->0.6nt->14nt
4,0.9698958529489451,45.65987936392551,0.6nt->0.6t->0.6nt->14t
4,0.8679658792161841,10.596131040000987,0.6nt->0.6t->0.6nt->4nt
4,0.9618313763128223,23.836032548126468,0.6nt->0.6t->0.6nt->4t
4,0.9157712505357021,10.296602913098951,0.6nt->0.6t->0.6nt->8nt
4,0.9633062072126359,31.81333861144148,0.6nt->0.6t->0.6nt->8t
4,0.840956928992118,12.233851338218507,0.6nt->0.6t->1.7nt->0.6t
4,0.9056376926904903,15.208275691485335,0.6nt->0.6t->1.7nt->1.7t
4,0.9451487083871275,12.156201391360199,0.6nt->0.6t->1.7nt->14nt
4,0.9837890320776513,33.06992041186431,0.6nt->0.6t->1.7nt->14t
4,0.9067491855022789,11.509118500874305,0.6nt->0.6t->1.7nt->4nt
4,0.9634592805883391,20.322387469292188,0.6nt->0.6t->1.7nt->4t
4,0.9287942691480563,10.881448097102988,0.6nt->0.6t->1.7nt->8nt
4,0.9683444008207228,23.969778028664347,0.6nt->0.6t->1.7nt->8t
4,0.870066351791964,17.4226803920448,0.6nt->0.6t->1.7t->0.6nt
4,0.9017567743842655,17.59491702801368,0.6nt->0.6t->1.7t->1.7nt
4,0.9640605984723076,18.758176769403512,0.6nt->0.6t->1.7t->14nt
4,0.9717212801986576,34.38533924058014,0.6nt->0.6t->1.7t->14t
4,0.917687798225607,18.796598788196572,0.6nt->0.6t->1.7t->4nt
4,0.9419118719092291,17.91554215035575,0.6nt->0.6t->1.7t->8nt
4,0.9516015470876086,26.976514099518702,0.6nt->0.6t->1.7t->8t
4,0.9391422420459685,13.561306723036875,0.6nt->0.6t->14nt->0.6t
4,0.9497422124976722,15.347884417386865,0.6nt->0.6t->14nt->1.7t
4,0.9847301051764958,22.31966029695417,0.6nt->0.6t->14nt->14t
4,0.9754590976050825,18.651678861400228,0.6nt->0.6t->14nt->4t
4,0.9725013093689191,18.545858490273346,0.6nt->0.6t->14nt->8t
4,0.8819757515422417,10.871319027557826,0.6nt->0.6t->4nt->0.6t
4,0.9290503959345434,14.572416765941915,0.6nt->0.6t->4nt->1.7t
4,0.9579670712391102,10.89545353524963,0.6nt->0.6t->4nt->14nt
4,0.9898879619351838,24.50873555034937,0.6nt->0.6t->4nt->14t
4,0.968619577382389,16.831122750510033,0.6nt->0.6t->4nt->4t
4,0.9374054651391628,10.01809319680645,0.6nt->0.6t->4nt->8nt
4,0.9665797231815223,19.98848422736704,0.6nt->0.6t->4nt->8t
4,0.892187217346361,13.702377108447068,0.6nt->0.6t->8nt->0.6t
4,0.9353406277260984,15.598501174018963,0.6nt->0.6t->8nt->1.7t
4,0.9470225125815359,13.165809018651327,0.6nt->0.6t->8nt->14nt
4,0.9913693179240526,30.129615549885898,0.6nt->0.6t->8nt->14t
4,0.9739944843275622,19.630891667029378,0.6nt->0.6t->8nt->4t
4,0.9681578881395584,24.287402152599405,0.6nt->0.6t->8nt->8t
4,0.7996825769317578,7.3408560293700775,0.6nt->1.7nt->0.6t->0.6nt
4,0.8860414623998438,8.023338151501171,0.6nt->1.7nt->0.6t->1.7nt
4,0.9300012334237936,11.952221719445042,0.6nt->1.7nt->0.6t->1.7t
4,0.9636958088813182,9.49897517232516,0.6nt->1.7nt->0.6t->14nt
4,0.9829139517861161,30.399990162589937,0.6nt->1.7nt->0.6t->14t
4,0.9249937024789824,7.765101672856974,0.6nt->1.7nt->0.6t->4nt
4,0.9697947444548973,16.586644237970383,0.6nt->1.7nt->0.6t->4t
4,0.9339191296612257,9.037838603317663,0.6nt->1.7nt->0.6t->8nt
4,0.9725002418780471,19.913744583359467,0.6nt->1.7nt->0.6t->8t
4,0.8658400718192927,11.591918267333645,0.6nt->1.7nt->1.7t->0.6nt
4,0.8985612712748198,11.769757149181054,0.6nt->1.7nt->1.7t->1.7nt
4,0.9628916174192773,12.97085359735048,0.6nt->1.7nt->1.7t->14nt
4,0.9708014739067734,29.10631214650583,0.6nt->1.7nt->1.7t->14t
4,0.9150104747250106,13.010525347916442,0.6nt->1.7nt->1.7t->4nt
4,0.9400224714668822,12.100811067697,0.6nt->1.7nt->1.7t->8nt
4,0.9500273173551806,21.456504244269567,0.6nt->1.7nt->1.7t->8t
4,0.9295730204460444,8.08377738806413,0.6nt->1.7nt->14nt->0.6t
4,0.9418397211489942,10.151275024874536,0.6nt->1.7nt->14nt->1.7t
4,0.9823290800272614,18.21928695682776,0.6nt->1.7nt->14nt->14t
4,0.9716003071866701,13.97455527017624,0.6nt->1.7nt->14nt->4t
4,0.9681774388682126,13.852095794765162,0.6nt->1.7nt->14nt->8t
4,0.8876122000282303,7.529898058616665,0.6nt->1.7nt->4nt->0.6t
4,0.9324387148066551,11.054243587038773,0.6nt->1.7nt->4nt->1.7t
4,0.959974425158087,7.552879981893678,0.6nt->1.7nt->4nt->14nt
4,0.9903708794914102,20.516036587969474,0.6nt->1.7nt->4nt->14t
4,0.9701182027738993,13.20508123019933,0.6nt->1.7nt->4nt->4t
4,0.9403947734877247,6.717419476882224,0.6nt->1.7nt->4nt->8nt
4,0.9681757652757217,16.211657545968706,0.6nt->1.7nt->4nt->8t
4,0.9110179370935909,6.782211354647298,0.6nt->1.7nt->8nt->0.6t
4,0.9466341171283084,8.347155944038986,0.6nt->1.7nt->8nt->1.7t
4,0.9562756288997967,6.339360939839228,0.6nt->1.7nt->8nt->14nt
4,0.9928767639930565,20.340247131078982,0.6nt->1.7nt->8nt->14t
4,0.9785366412541958,11.67524390986933,0.6nt->1.7nt->8nt->4t
4,0.9737194724883292,15.518442264951954,0.6nt->1.7nt->8nt->8t
4,0.8940528234127051,14.511398562388488,0.6nt->1.7t->0.6nt->0.6t
4,0.9240860653014222,13.415590559917769,0.6nt->1.7t->0.6nt->1.7nt
4,0.9613032025723475,15.59939053060478,0.6nt->1.7t->0.6nt->1.7t
4,0.977248868444119,14.495766493879632,0.6nt->1.7t->0.6nt->14nt
4,0.9875882717848148,28.176952852829316,0.6nt->1.7t->0.6nt->14t
4,0.9455632601209267,13.720415895840436,0.6nt->1.7t->0.6nt->4nt
4,0.9842633447561395,19.179134219132518,0.6nt->1.7t->0.6nt->4t
4,0.9652730786730876,13.596922554620484,0.6nt->1.7t->0.6nt->8nt
4,0.9848714071689626,22.46812143339556,0.6nt->1.7t->0.6nt->8t
4,0.9128487698963177,14.387794497398657,0.6nt->1.7t->1.7nt->0.6t
4,0.9482920500382069,16.017697262698675,0.6nt->1.7t->1.7nt->1.7t
4,0.9699430003046111,14.345244461466242,0.6nt->1.7t->1.7nt->14nt
4,0.9911168352909006,25.805387472596742,0.6nt->1.7t->1.7nt->14t
4,0.9489011175391355,13.990660828696114,0.6nt->1.7t->1.7nt->4nt
4,0.9799766904309718,18.820089907025242,0.6nt->1.7t->1.7nt->4t
4,0.9609812172586187,13.646714704909092,0.6nt->1.7t->1.7nt->8nt
4,0.982653602004413,20.818759650406193,0.6nt->1.7t->1.7nt->8t
4,0.9617057959459109,15.055299038160546,0.6nt->1.7t->14nt->0.6t
4,0.9683757332733994,16.179487195693394,0.6nt->1.7t->14nt->1.7t
4,0.990391554209121,20.566415290435035,0.6nt->1.7t->14nt->14t
4,0.9845578549789444,18.258370527007983,0.6nt->1.7t->14nt->4t
4,0.9826966929829671,18.19178399767719,0.6nt->1.7t->14nt->8t
4,0.9176732906436368,15.574065677858506,0.6nt->1.7t->4nt->0.6t
4,0.9505097680419762,18.155731748932826,0.6nt->1.7t->4nt->1.7t
4,0.9706803241307399,15.590900477708242,0.6nt->1.7t->4nt->14nt
4,0.9929464425349799,25.086717875303812,0.6nt->1.7t->4nt->14t
4,0.9781108800430571,19.731270958399357,0.6nt->1.7t->4nt->4t
4,0.9563377683304694,14.97890598905311,0.6nt->1.7t->4nt->8nt
4,0.9766879988460274,21.933658891682548,0.6nt->1.7t->4nt->8t
4,0.9397600080794688,14.546380836841431,0.6nt->1.7t->8nt->0.6t
4,0.9638718158691827,15.605833116793509,0.6nt->1.7t->8nt->1.7t
4,0.970399025648833,14.246575409335202,0.6nt->1.7t->8nt->14nt
4,0.9951776384420572,23.72503930972441,0.6nt->1.7t->8nt->14t
4,0.9854695146953985,17.858916329567585,0.6nt->1.7t->8nt->4t
4,0.9822083382508733,20.460724270373383,0.6nt->1.7t->8nt->8t
4,0.9278906596699533,9.49007785424728,0.6nt->14nt->0.6t->0.6nt
4,0.9589777322139141,9.73575461496099,0.6nt->14nt->0.6t->1.7nt
4,0.9748021674579569,11.150055967177753,0.6nt->14nt->0.6t->1.7t
4,0.9869313850353783,10.266947611098741,0.6nt->14nt->0.6t->14nt
4,0.9938494433151188,17.79079840795611,0.6nt->14nt->0.6t->14t
4,0.9729995796072255,9.642795840636884,0.6nt->14nt->0.6t->4nt
4,0.9891268516812147,12.81833397067288,0.6nt->14nt->0.6t->4t
4,0.9762125136417062,10.100949799805694,0.6nt->14nt->0.6t->8nt
4,0.9901007641420471,14.016008179152216,0.6nt->14nt->0.6t->8t
4,0.9327798877039973,11.918185146306856,0.6nt->14nt->1.7t->0.6nt
4,0.9491746691539231,12.007290364015951,0.6nt->14nt->1.7t->1.7nt
4,0.9814070439808277,12.609093295928144,0.6nt->14nt->1.7t->14nt
4,0.9853702351404009,20.69367824114947,0.6nt->14nt->1.7t->14t
4,0.9574164542986816,12.628970613724789,0.6nt->14nt->1.7t->4nt
4,0.9699485810859829,12.17316315390519,0.6nt->14nt->1.7t->8nt
4,0.9749614554459763,16.860783030155183,0.6nt->14nt->1.7t->8t
4,0.8380447761463528,7.4899725811684625,0.6nt->4nt->0.6t->0.6nt
4,0.9078653260191946,8.041754563848016,0.6nt->4nt->0.6t->1.7nt
4,0.9434064908749019,11.218229220895179,0.6nt->4nt->0.6t->1.7t
4,0.9706483175083145,9.234796688560566,0.6nt->4nt->0.6t->14nt
4,0.9861860505148817,26.133119908121905,0.6nt->4nt->0.6t->14t
4,0.9393579374205941,7.832972192023321,0.6nt->4nt->0.6t->4nt
4,0.9755792639080767,14.965127143820528,0.6nt->4nt->0.6t->4t
4,0.9465740823527161,8.861971024587895,0.6nt->4nt->0.6t->8nt
4,0.9777666394947344,17.655064309383356,0.6nt->4nt->0.6t->8t
4,0.8901009376201964,13.287335598142977,0.6nt->4nt->1.7t->0.6nt
4,0.9169049855119132,13.433014912635288,0.6nt->4nt->1.7t->1.7nt
